,category,danger,latitude,longitude,name_en,states_name_en,unique_number
911,Cultural,0,37.38384,-5.99155,"Cathedral, Alcázar and Archivo de Indias in Seville",Spain,1747
912,Cultural,0,40.96525,-5.6645,Old City of Salamanca,Spain,439
913,Natural,0,28.12625,-17.23722222,Garajonay National Park,Spain,436
914,Cultural,0,40.34389,-1.10722,Mudejar Architecture of Aragon,Spain,2188
915,Cultural,0,40.65645,-4.70012,Old Town of Ávila with its Extra-Muros Churches,Spain,1562
916,Cultural,0,42.88076,-8.54468,Santiago de Compostela (Old Town),Spain,395
917,Cultural,0,37.17667,-3.59444,"Alhambra, Generalife and Albayzín, Granada",Spain,357
918,Cultural,0,39.47444,-6.37,Old Town of Cáceres,Spain,2189
919,Cultural,0,41.38083,1.0825,Poblet Monastery,Spain,605
920,Cultural,0,43.36262,-5.84303,Monuments of Oviedo and the Kingdom of the Asturias,Spain,353
921,Cultural,0,37.025,-4.5444444444,Antequera Dolmens Site,Spain,2088
922,Cultural,0,28.0443888889,-15.6611944444,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Spain,2263
923,Cultural,0,37.8858888889,-4.8676944444,Caliphate City of Medina Azahara,Spain,2225
924,Cultural,0,38.7752777778,-4.8388888889,Heritage of Mercury. Almadén and Idrija,Spain,1841
925,Cultural,0,38.91611,-6.33778,Archaeological Ensemble of Mérida,Spain,785
926,Cultural,0,39.45285,-5.3275,Royal Monastery of Santa María de Guadalupe,Spain,786
927,Cultural,0,42.46939,-6.77075,Las Médulas,Spain,949
928,Cultural,0,43.3858333333,-8.4063888889,Tower of Hercules,Spain,1616
929,Natural,0,28.2713888889,-16.6436111111,Teide National Park,Spain,1435
930,Cultural,0,43.323175,-3.0168333333,Vizcaya Bridge,Spain,1394
931,Cultural,0,40.03645,-3.60934,Aranjuez Cultural Landscape,Spain,1218
932,Cultural,0,42.37138889,-3.547222222,Archaeological Site of Atapuerca,Spain,1153
933,Cultural,0,39.47441667,-0.378444444,La Lonja de la Seda de Valencia,Spain,925
934,Cultural,0,39.7308333333,2.6947222222,Cultural Landscape of the Serra de Tramuntana,Spain,1781
935,Cultural,0,28.47788889,-16.31177778,San Cristóbal de La Laguna,Spain,1084
936,Cultural,0,40.48138889,-3.368055556,University and Historic Precinct of Alcalá de Henares,Spain,1028
937,Cultural,0,41.11472222,1.259305556,Archaeological Ensemble of Tárraco,Spain,1027
938,Cultural,0,39.78995,-1.03331,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Spain,1026
939,Cultural,0,40.07662,-2.13174,Historic Walled Town of Cuenca,Spain,924
940,Cultural,0,42.50472222,0.803611111,Catalan Romanesque Churches of the Vall de Boí,Spain,1152
941,Cultural,0,38.26666667,-0.716666667,Palmeral of Elche,Spain,1085
942,Cultural,0,42.32586,-2.86496,San Millán Yuso and Suso Monasteries,Spain,951
943,Cultural,0,41.38778,2.175,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Spain,1631
944,Cultural,0,6.021388889,80.21861111,Old Town of Galle and its Fortifications,Sri Lanka,523
945,Cultural,0,8.333333333,80.38333333,Sacred City of Anuradhapura,Sri Lanka,221
946,Cultural,0,7.293611111,80.64027778,Sacred City of Kandy,Sri Lanka,522
947,Cultural,0,7.856666667,80.64916667,Golden Temple of Dambulla,Sri Lanka,663
948,Natural,0,7.45245,80.8021,Central Highlands of Sri Lanka,Sri Lanka,1650
949,Cultural,0,7.915833333,81.00055556,Ancient City of Polonnaruwa,Sri Lanka,222
950,Natural,0,6.416666667,80.5,Sinharaja Forest Reserve,Sri Lanka,468
951,Cultural,0,7.95,80.75,Ancient City of Sigiriya,Sri Lanka,223
952,Natural,0,19.7361111111,37.4430555556,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Sudan,2177
953,Cultural,0,18.537,31.8280277778,Gebel Barkal and the Sites of the Napatan Region,Sudan,1250
954,Cultural,0,16.9333333333,33.7166666667,Archaeological Sites of the Island of Meroe,Sudan,1760
955,Cultural,0,5.82611,-55.15,Historic Inner City of Paramaribo,Suriname,1096
956,Natural,0,4.0,-56.5,Central Suriname Nature Reserve,Suriname,1187
957,Cultural,0,57.64167,18.29583,Hanseatic Town of Visby,Sweden,864
958,Cultural,0,59.96667,16.00833,Engelsberg Ironworks,Sweden,655
959,Cultural,0,59.27556,18.09944,Skogskyrkogården,Sweden,659
960,Cultural,0,58.70111,11.34111,Rock Carvings in Tanum,Sweden,657
961,Cultural,0,59.32306,17.88333,Royal Domain of Drottningholm,Sweden,660
962,Mixed,0,67.33333,17.58333,Laponian Area,Sweden,916
963,Cultural,0,65.64611,22.02861,"Church Town of Gammelstad, Luleå ",Sweden,898
964,Cultural,0,56.325,16.48333,Agricultural Landscape of Southern Öland,Sweden,1132
965,Cultural,0,56.16667,15.58333,Naval Port of Karlskrona,Sweden,1022
966,Cultural,0,61.7072222222,16.1958333333,Decorated Farmhouses of Hälsingland,Sweden,1814
967,Cultural,0,59.33514,17.54264,Birka and Hovgården,Sweden,653
968,Cultural,0,60.60472,15.63083,Mining Area of the Great Copper Mountain in Falun,Sweden,1200
969,Cultural,0,57.1,12.38333333,"Grimeton Radio Station, Varberg",Sweden,1314
970,Cultural,0,47.2783333333,8.2075,Prehistoric Pile Dwellings around the Alps,Switzerland,1782
971,Cultural,0,47.1038888889,6.8327777778,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",Switzerland,1582
972,Cultural,0,46.4919444444,6.7461111111,"Lavaux, Vineyard Terraces",Switzerland,1420
973,Natural,0,46.5,8.0333333333,Swiss Alps Jungfrau-Aletsch,Switzerland,1211
974,Cultural,0,46.19314,9.02242,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Switzerland,1036
975,Cultural,0,46.62945,10.44765,Benedictine Convent of St John at Müstair,Switzerland,299
976,Cultural,0,47.42333,9.37778,Abbey of St Gall,Switzerland,298
977,Cultural,0,46.4983333333,9.8463888889,Rhaetian Railway in the Albula / Bernina Landscapes,Switzerland,1503
978,Cultural,0,46.4684138889,6.8293361111,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",Switzerland,2085
979,Cultural,0,46.94806,7.45028,Old City of Berne,Switzerland,297
980,Natural,0,46.9166666667,9.25,Swiss Tectonic Arena Sardona,Switzerland,1497
981,Cultural,1,36.3341666667,36.8441666667,Ancient Villages of Northern Syria,Syrian Arab Republic,1761
982,Cultural,1,34.55417,38.26667,Site of Palmyra,Syrian Arab Republic,2256
983,Cultural,1,32.51806,36.48167,Ancient City of Bosra,Syrian Arab Republic,2209
984,Cultural,1,36.1991666667,37.1627777778,Ancient City of Aleppo,Syrian Arab Republic,24
985,Cultural,1,33.51139,36.30639,Ancient City of Damascus,Syrian Arab Republic,1862
986,Cultural,1,34.7816666667,36.2630555555,Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,1406
987,Cultural,0,13.6911111111,-15.5225,Stone Circles of Senegambia,Sénégal,1403
988,Cultural,0,39.5077777778,67.4602777778,Proto-urban Site of Sarazm,Tajikistan,1651
989,Natural,0,38.765,72.3052777778,Tajik National Park (Mountains of the Pamirs),Tajikistan,1907
990,Natural,0,15.33333,98.91667,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Thailand,699
991,Cultural,0,17.00722,99.78972,Historic Town of Sukhothai and Associated Historic Towns,Thailand,679
992,Cultural,0,17.54861,103.35833,Ban Chiang Archaeological Site,Thailand,680
993,Cultural,0,14.34778,100.56056,Historic City of Ayutthaya,Thailand,681
994,Natural,0,14.33,102.05,Dong Phayayen-Khao Yai Forest Complex,Thailand,698
995,Cultural,0,10.06666667,1.133333333,"Koutammakou, the Land of the Batammariba",Togo,1321
996,Cultural,0,35.68167,10.10389,Kairouan,Tunisia,1742
997,Cultural,0,35.82778,10.63861,Medina of Sousse,Tunisia,1743
998,Cultural,0,36.94639,11.09917,Punic Town of Kerkuane and its Necropolis,Tunisia,378
999,Cultural,0,35.29639,10.70694,Amphitheatre of El Jem,Tunisia,1741
1000,Cultural,0,36.85278,10.32333,Archaeological Site of Carthage,Tunisia,41
1001,Natural,0,37.16361,9.67472,Ichkeul National Park,Tunisia,11
1002,Cultural,0,36.42361,9.22028,Dougga / Thugga,Tunisia,938
1003,Cultural,0,36.81667,10.16667,Medina of Tunis,Tunisia,1744
1004,Mixed,0,38.66667,34.85,Göreme National Park and the Rock Sites of Cappadocia,Turkey,410
1005,Cultural,0,40.01389,34.62056,Hattusha: the Hittite Capital,Turkey,432
1006,Cultural,0,37.9291666667,27.3594444444,Ephesus,Turkey,2014
1007,Mixed,0,37.92389,29.12333,Hierapolis-Pamukkale,Turkey,564
1008,Cultural,0,36.335,29.32028,Xanthos-Letoon,Turkey,563
1009,Cultural,0,38.03661,38.76369,Nemrut Da?,Turkey,520
1010,Cultural,0,41.00847,28.97993,Historic Areas of Istanbul,Turkey,2255
1011,Cultural,0,41.26,32.68972,City of Safranbolu,Turkey,729
1012,Cultural,0,39.371271,38.121826,Great Mosque and Hospital of Divri?i,Turkey,411
1013,Cultural,0,37.9031,40.2393083333,Diyarbak?r Fortress and Hevsel Gardens Cultural Landscape,Turkey,2049
1014,Cultural,0,37.2232419444,38.9223638889,Göbekli Tepe,Turkey,2237
1015,Cultural,0,37.7083333333,28.7236111111,Aphrodisias,Turkey,2170
1016,Cultural,0,40.5,43.5666666667,Archaeological Site of Ani,Turkey,2110
1017,Cultural,0,39.1258333333,27.18,Pergamon and its Multi-Layered Cultural Landscape,Turkey,2001
1018,Cultural,0,40.1847305556,29.0623361111,Bursa and Cumal?k?z?k: the Birth of the Ottoman Empire,Turkey,1995
1019,Cultural,0,37.6666666667,32.8280555556,Neolithic Site of Çatalhöyük,Turkey,1829
1020,Cultural,0,41.6777777778,26.5594444444,Selimiye Mosque and its Social Complex,Turkey,1784
1021,Cultural,0,39.95644,26.239,Archaeological Site of Troy,Turkey,1000
1022,Cultural,0,37.9997222222,58.1986111111,Parthian Fortresses of Nisa,Turkmenistan,1471
1023,Cultural,0,42.18318,59.08494,Kunya-Urgench,Turkmenistan,1376
1024,Cultural,0,37.70083,62.1775,State Historical and Cultural Park “Ancient Merv”,Turkmenistan,1038
1025,Natural,0,-1.080555556,29.66138889,Bwindi Impenetrable National Park,Uganda,806
1026,Natural,0,0.223611111,29.92416667,Rwenzori Mountains National Park,Uganda,808
1027,Cultural,1,0.348611111,32.55138889,Tombs of Buganda Kings at Kasubi,Uganda,1192
1028,Cultural,0,50.45258,30.51686,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",Ukraine,617
1029,Cultural,0,48.2966666667,25.9247222222,Residence of Bukovinian and Dalmatian Metropolitans,Ukraine,1785
1030,Cultural,0,44.6108333333,33.4913888889,Ancient City of Tauric Chersonese and its Chora,Ukraine,1895
1031,Cultural,0,49.84163,24.03198,L'viv – the Ensemble of the Historic Centre,Ukraine,1632
1032,Cultural,0,24.0677777778,55.8063888889,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,1762
1033,Cultural,1,53.40666667,-2.994444444,Liverpool – Maritime Mercantile City,United Kingdom of Great Britain and Northern Ireland,1331
1034,Cultural,0,51.17888889,-1.825277778,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,1633
1035,Cultural,0,51.84194444,-1.361388889,Blenheim Palace,United Kingdom of Great Britain and Northern Ireland,492
1036,Cultural,0,54.4766111111,-3.0824166667,The English Lake District,United Kingdom of Great Britain and Northern Ireland,2171
1037,Cultural,0,54.77472222,-1.576111111,Durham Castle and Cathedral,United Kingdom of Great Britain and Northern Ireland,1634
1038,Cultural,0,52.62638889,-2.472777778,Ironbridge Gorge,United Kingdom of Great Britain and Northern Ireland,425
1039,Cultural,0,53.13972222,-4.276944444,Castles and Town Walls of King Edward in Gwynedd,United Kingdom of Great Britain and Northern Ireland,429
1040,Mixed,0,57.81722222,-8.576666667,St Kilda,United Kingdom of Great Britain and Northern Ireland,2202
1041,Cultural,0,53.2339166667,-2.3038611111,Jodrell Bank Observatory,United Kingdom of Great Britain and Northern Ireland,2285
1042,Cultural,0,36.1226694444,-5.3420611111,Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,2087
1043,Cultural,0,56.0011111111,-3.3888888889,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,2046
1044,Natural,0,55.25,-6.485277778,Giant's Causeway and Causeway Coast,United Kingdom of Great Britain and Northern Ireland,2178
1045,Cultural,0,50.1361111111,-5.3836111111,Cornwall and West Devon Mining Landscape,United Kingdom of Great Britain and Northern Ireland,1392
1046,Cultural,0,54.11611111,-1.573055556,Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom of Great Britain and Northern Ireland,1930
1047,Cultural,0,51.48194444,-0.294027778,"Royal Botanic Gardens, Kew",United Kingdom of Great Britain and Northern Ireland,1262
1048,Cultural,0,54.9926111111,-2.601,Frontiers of the Roman Empire,United Kingdom of Great Britain and Northern Ireland,1539
1049,Cultural,0,53.02888889,-1.488055556,Derwent Valley Mills,United Kingdom of Great Britain and Northern Ireland,1203
1050,Cultural,0,51.77638889,-3.088055556,Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,1148
1051,Cultural,0,51.28,1.083333333,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",United Kingdom of Great Britain and Northern Ireland,578
1052,Natural,0,50.70555556,-2.989888889,Dorset and East Devon Coast,United Kingdom of Great Britain and Northern Ireland,1202
1053,Cultural,0,51.38138889,-2.358611111,City of Bath,United Kingdom of Great Britain and Northern Ireland,495
1054,Cultural,0,55.66333333,-3.783055556,New Lanark,United Kingdom of Great Britain and Northern Ireland,497
1055,Natural,0,-24.3666666667,-128.333333333,Henderson Island,United Kingdom of Great Britain and Northern Ireland,566
1056,Cultural,0,58.99605556,-3.188666667,Heart of Neolithic Orkney,United Kingdom of Great Britain and Northern Ireland,2125
1057,Cultural,0,51.50805556,-0.076111111,Tower of London,United Kingdom of Great Britain and Northern Ireland,567
1058,Cultural,0,51.49972222,-0.128611111,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,United Kingdom of Great Britain and Northern Ireland,1635
1059,Cultural,0,55.95,-3.216666667,Old and New Towns of Edinburgh,United Kingdom of Great Britain and Northern Ireland,860
1060,Natural,0,-40.32472222,-9.928611111,Gough and Inaccessible Islands,United Kingdom of Great Britain and Northern Ireland,874
1061,Cultural,0,51.4811666667,-0.0037777778,Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,939
1062,Cultural,0,32.37944444,-64.67777778,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,1147
1063,Cultural,0,53.83916667,-1.788333333,Saltaire,United Kingdom of Great Britain and Northern Ireland,1201
1064,Cultural,0,52.9702777778,-3.0877777778,Pontcysyllte Aqueduct and Canal,United Kingdom of Great Britain and Northern Ireland,1583
1065,Cultural,0,-6.16306,39.18917,Stone Town of Zanzibar,United Republic of Tanzania,192
1066,Natural,0,-3.06667,37.36667,Kilimanjaro National Park,United Republic of Tanzania,466
1067,Mixed,0,-3.18722,35.54083,Ngorongoro Conservation Area,United Republic of Tanzania,1639
1068,Cultural,0,-8.95778,39.52278,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,159
1069,Cultural,0,-4.7244444444,35.8338888888,Kondoa Rock-Art Sites,United Republic of Tanzania,1449
1070,Natural,1,-9.0,37.4,Selous Game Reserve,United Republic of Tanzania,1924
1071,Natural,0,-2.33333,34.56667,Serengeti National Park,United Republic of Tanzania,174
1072,Natural,0,32.16666667,-104.3833333,Carlsbad Caverns National Park,United States of America,852
1073,Natural,0,37.74611111,-119.5966667,Yosemite National Park,United States of America,347
1074,Cultural,0,38.03277778,-78.50388889,Monticello and the University of Virginia in Charlottesville,United States of America,2126
1075,Natural,0,19.40083333,-155.1236111,Hawaii Volcanoes National Park,United States of America,472
1076,Cultural,0,36.06377778,-107.9708333,Chaco Culture,United States of America,405
1077,Cultural,0,37.26166667,-108.4855556,Mesa Verde National Park,United States of America,30
1078,Cultural,0,40.68944444,-74.04472222,Statue of Liberty,United States of America,346
1079,Cultural,0,18.46666667,-66.125,La Fortaleza and San Juan National Historic Site in Puerto Rico,United States of America,2192
1080,Cultural,0,32.6369444444,-91.4063888889,Monumental Earthworks of Poverty Point,United States of America,1978
1081,Cultural,0,36.43889,-105.54167,Taos Pueblo,United States of America,573
1082,Natural,0,44.46056,-110.82778,Yellowstone National Park,United States of America,31
1083,Mixed,0,25.34907,-170.14582,Papah?naumoku?kea,United States of America,1672
1084,Natural,1,25.55444444,-80.99638889,Everglades National Park,United States of America,82
1085,Cultural,0,39.94861111,-75.15,Independence Hall,United States of America,84
1086,Natural,0,41.37388889,-123.9980556,Redwood National and State Parks,United States of America,147
1087,Natural,0,37.18722222,-86.10305556,Mammoth Cave National Park,United States of America,168
1088,Natural,0,47.74833333,-123.4488889,Olympic National Park,United States of America,169
1089,Natural,0,35.59305556,-83.43555556,Great Smoky Mountains National Park,United States of America,289
1090,Cultural,0,39.9055708333,-79.4664755556,The 20th-Century Architecture of Frank Lloyd Wright,United States of America,2322
1091,Natural,0,36.10083333,-112.0905556,Grand Canyon National Park,United States of America,81
1092,Cultural,0,38.65861111,-90.06138889,Cahokia Mounds State Historic Site,United States of America,2191
1093,Cultural,0,29.3280555556,-98.46,San Antonio Missions,United States of America,2027
1094,Cultural,0,-34.46777778,-57.85333333,Historic Quarter of the City of Colonia del Sacramento,Uruguay,881
1095,Cultural,0,-33.1177777778,-58.3316666667,Fray Bentos Industrial Landscape,Uruguay,2025
1096,Cultural,0,39.77472,64.42861,Historic Centre of Bukhara,Uzbekistan,2184
1097,Cultural,0,39.66861,67.0,Samarkand  – Crossroad of Cultures,Uzbekistan,715
1098,Cultural,1,39.05,66.83333,Historic Centre of Shakhrisyabz,Uzbekistan,1037
1099,Cultural,0,41.37833,60.36389,Itchan Kala,Uzbekistan,638
1100,Cultural,0,-17.6280694444,168.1777194444,Chief Roi Mata’s Domain,Vanuatu,1511
1101,Natural,0,5.33333,-61.5,Canaima National Park,Venezuela (Bolivarian Republic of),829
1102,Cultural,0,10.49073,-66.89068,Ciudad Universitaria de Caracas,Venezuela (Bolivarian Republic of),1150
1103,Cultural,1,11.4,-69.68333333,Coro and its Port,Venezuela (Bolivarian Republic of),779
1104,Cultural,0,20.0780555556,105.6047222222,Citadel of the Ho Dynasty,Viet Nam,1775
1105,Mixed,0,20.2566666667,105.8963888889,Trang An Landscape Complex,Viet Nam,2179
1106,Cultural,0,21.0394444444,105.8372222222,Central Sector of the Imperial Citadel of Thang Long - Hanoi,Viet Nam,1689
1107,Natural,0,20.9,107.1,Ha Long Bay,Viet Nam,796
1108,Cultural,0,16.46944,107.57778,Complex of Hué Monuments,Viet Nam,802
1109,Cultural,0,15.88333333,108.3333333,Hoi An Ancient Town,Viet Nam,1109
1110,Cultural,0,15.51666667,108.5666667,My Son Sanctuary,Viet Nam,1110
1111,Natural,0,17.5372222222,106.15125,Phong Nha-Ke Bang National Park,Viet Nam,2059
1112,Natural,0,12.5,53.8333333333,Socotra Archipelago,Yemen,1548
1113,Cultural,1,14.1953333333,43.3155277778,Historic Town of Zabid,Yemen,725
1114,Cultural,1,15.35555556,44.20805556,Old City of Sana'a,Yemen,444
1115,Cultural,1,15.92694,48.62667,Old Walled City of Shibam,Yemen,213
1116,Natural,0,-17.92453,25.85539,Mosi-oa-Tunya / Victoria Falls,Zimbabwe,593
1117,Cultural,0,-20.28333333,30.93333333,Great Zimbabwe National Monument,Zimbabwe,417
1118,Cultural,0,-20.5,28.5,Matobo Hills,Zimbabwe,345
1119,Natural,0,-15.81944444,29.40805556,"Mana Pools National Park, Sapi and Chewore Safari Areas",Zimbabwe,339
1120,Cultural,0,-20.15833333,28.37666667,Khami Ruins National Monument,Zimbabwe,418
